datetime,symbol,id,open,high,low,close,volume,open_oi,close_oi,duration,strike,opt_type,S,iv,iv_pct
2026-03-09 13:33:00,CZCE.TA605C7100,33.0,494.5,494.5,494.5,494.5,0.0,149.0,149.0,60,7100,C,6536.0,0.8853479705193943,88.53479705193944
2026-03-09 13:35:00,CZCE.TA605C6800,35.0,532.0,532.0,532.0,532.0,1.0,158.0,158.0,60,6800,C,6530.0,0.800335051310723,80.0335051310723
2026-03-09 13:36:00,CZCE.TA605C6900,36.0,508.0,508.0,505.0,505.0,2.0,200.0,200.0,60,6900,C,6522.0,0.8186027852275051,81.8602785227505
2026-03-09 13:36:00,CZCE.TA605C7100,36.0,494.5,494.5,494.5,494.5,0.0,149.0,149.0,60,7100,C,6522.0,0.893121170881343,89.3121170881343
2026-03-09 13:37:00,CZCE.TA605P7200,23.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6552.0,0.8361370460559079,83.61370460559078
2026-03-09 13:37:00,CZCE.TA605C7300,37.0,423.5,431.0,421.5,429.5,69.0,1734.0,1790.0,60,7300,C,6552.0,0.8748438546757986,87.48438546757986
2026-03-09 13:38:00,CZCE.TA605C7200,31.0,440.5,440.5,440.5,440.5,0.0,106.0,106.0,60,7200,C,6552.0,0.8494664903692573,84.94664903692572
2026-03-09 13:38:00,CZCE.TA605C7300,38.0,429.5,433.5,426.0,429.0,112.0,1790.0,1840.0,60,7300,C,6552.0,0.874208836377083,87.4208836377083
2026-03-09 13:40:00,CZCE.TA605C7000,40.0,490.0,506.0,490.0,506.0,10.0,273.0,283.0,60,7000,C,6592.0,0.8248674740696132,82.48674740696133
2026-03-09 13:40:00,CZCE.TA605C7100,40.0,494.5,494.5,480.5,480.5,2.0,149.0,149.0,60,7100,C,6592.0,0.8368992381932673,83.68992381932672
2026-03-09 13:41:00,CZCE.TA605C7000,41.0,506.0,520.0,506.0,515.0,13.0,283.0,293.0,60,7000,C,6614.0,0.8234055584544993,82.34055584544993
2026-03-09 13:41:00,CZCE.TA605P7000,38.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6614.0,0.6523819200254704,65.23819200254704
2026-03-09 13:42:00,CZCE.TA605C6800,42.0,550.0,550.0,550.0,550.0,0.0,159.0,159.0,60,6800,C,6600.0,0.77979198680005,77.979198680005
2026-03-09 13:43:00,CZCE.TA605C7100,43.0,480.5,480.5,480.5,480.5,0.0,149.0,149.0,60,7100,C,6606.0,0.82920231521084,82.92023152108399
2026-03-09 13:43:00,CZCE.TA605P6800,28.0,749.5,749.5,749.5,749.5,0.0,3.0,3.0,60,6800,P,6606.0,0.7986272775746189,79.8627277574619
2026-03-09 13:43:00,CZCE.TA605C6800,43.0,550.0,550.0,550.0,550.0,0.0,159.0,159.0,60,6800,C,6606.0,0.776086301083429,77.60863010834291
2026-03-09 13:43:00,CZCE.TA605P7200,29.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6606.0,0.8756882905962369,87.56882905962368
2026-03-09 13:44:00,CZCE.TA605C6800,44.0,550.0,573.0,550.0,573.0,1.0,159.0,159.0,60,6800,C,6618.0,0.7969230584435263,79.69230584435263
2026-03-09 13:44:00,CZCE.TA605C7300,44.0,455.0,465.0,455.0,465.0,43.0,1989.0,2001.0,60,7300,C,6618.0,0.8857551581135982,88.57551581135982
2026-03-09 13:44:00,CZCE.TA605P7200,30.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6618.0,0.8841917539908362,88.41917539908361
2026-03-09 13:44:00,CZCE.TA605C7100,44.0,480.5,480.5,480.5,480.5,0.0,149.0,149.0,60,7100,C,6618.0,0.822585297932622,82.2585297932622
2026-03-09 13:45:00,CZCE.TA605C7000,45.0,532.0,542.0,521.0,535.0,4.0,296.0,297.0,60,7000,C,6622.0,0.8434959620168131,84.34959620168131
2026-03-09 13:45:00,CZCE.TA605C7300,45.0,465.0,474.0,465.0,465.0,17.0,2001.0,2014.0,60,7300,C,6622.0,0.8836604251863829,88.3660425186383
2026-03-09 13:45:00,CZCE.TA605C7200,38.0,467.5,498.5,467.5,498.5,11.0,111.0,100.0,60,7200,C,6622.0,0.8850658241386574,88.50658241386574
2026-03-09 13:45:00,CZCE.TA605C6800,45.0,573.0,586.0,573.0,586.0,1.0,159.0,159.0,60,6800,C,6622.0,0.8104017615721995,81.04017615721995
2026-03-09 13:46:00,CZCE.TA605P7300,42.0,1189.0,1189.0,1189.0,1189.0,0.0,133.0,133.0,60,7300,P,6606.0,0.9472302153270207,94.72302153270206
2026-03-09 13:47:00,CZCE.TA605C7000,47.0,535.0,535.0,535.0,535.0,0.0,297.0,297.0,60,7000,C,6606.0,0.8527875459578245,85.27875459578244
2026-03-09 13:47:00,CZCE.TA605P6900,47.0,868.5,868.5,868.5,868.5,0.0,82.0,82.0,60,6900,P,6606.0,0.8711452934927677,87.11452934927676
2026-03-09 13:47:00,CZCE.TA605P7300,43.0,1189.0,1189.0,1189.0,1189.0,0.0,133.0,133.0,60,7300,P,6606.0,0.9472395609044093,94.72395609044094
2026-03-09 13:47:00,CZCE.TA605C6800,47.0,568.0,568.0,568.0,568.0,0.0,158.0,158.0,60,6800,C,6606.0,0.7982815997947891,79.82815997947891
2026-03-09 13:49:00,CZCE.TA605C7300,49.0,458.0,458.0,444.5,444.5,100.0,2136.0,2188.0,60,7300,C,6572.0,0.8838357751186954,88.38357751186953
2026-03-09 13:49:00,CZCE.TA605P7000,46.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6572.0,0.6218770051657743,62.18770051657743
2026-03-09 13:51:00,CZCE.TA605P6800,36.0,749.5,749.5,749.5,749.5,0.0,3.0,3.0,60,6800,P,6624.0,0.8095707534655703,80.95707534655703
2026-03-09 13:51:00,CZCE.TA605P6900,51.0,868.5,868.5,868.5,868.5,0.0,82.0,82.0,60,6900,P,6624.0,0.8823538221272736,88.23538221272736
2026-03-09 13:53:00,CZCE.TA605P7300,49.0,1189.0,1189.0,1097.5,1097.5,1.0,133.0,134.0,60,7300,P,6688.0,0.8914531851299075,89.14531851299074
2026-03-09 13:53:00,CZCE.TA605P7200,39.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6688.0,0.932028548383876,93.20285483838761
2026-03-09 13:53:00,CZCE.TA605C7100,53.0,530.0,542.0,530.0,531.5,21.0,169.0,175.0,60,7100,C,6688.0,0.8462863501456384,84.62863501456384
2026-03-09 13:55:00,CZCE.TA605C7000,55.0,570.0,570.0,561.5,561.5,29.0,334.0,315.0,60,7000,C,6658.0,0.8550969333283571,85.50969333283571
2026-03-09 13:56:00,CZCE.TA605P7200,42.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6680.0,0.9267431189027363,92.67431189027363
2026-03-09 13:56:00,CZCE.TA605C6800,56.0,605.5,605.5,605.5,605.5,0.0,218.0,218.0,60,6800,C,6680.0,0.7976481483671917,79.76481483671917
2026-03-09 13:56:00,CZCE.TA605P7000,53.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6680.0,0.6976373724515706,69.76373724515706
2026-03-09 13:57:00,CZCE.TA605P6800,42.0,749.5,749.5,749.5,749.5,0.0,3.0,3.0,60,6800,P,6658.0,0.8297757899607461,82.97757899607461
2026-03-09 13:58:00,CZCE.TA605P7200,44.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6654.0,0.90924321699793,90.924321699793
2026-03-09 13:59:00,CZCE.TA605C7300,59.0,500.0,505.0,489.0,489.0,44.0,2361.0,2368.0,60,7300,C,6642.0,0.903328898858899,90.3328898858899
2026-03-09 14:00:00,CZCE.TA605P7300,56.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6646.0,0.9183683006438245,91.83683006438244
2026-03-09 14:00:00,CZCE.TA605P6900,60.0,844.5,844.5,844.5,844.5,0.0,83.0,83.0,60,6900,P,6646.0,0.8665081278488287,86.65081278488287
2026-03-09 14:01:00,CZCE.TA605C7000,61.0,556.0,556.0,556.0,556.0,0.0,316.0,316.0,60,7000,C,6666.0,0.8437193246316417,84.37193246316417
2026-03-09 14:01:00,CZCE.TA605C7200,54.0,519.5,519.5,519.5,519.5,0.0,179.0,179.0,60,7200,C,6666.0,0.887139131540777,88.7139131540777
2026-03-09 14:01:00,CZCE.TA605C6800,61.0,603.0,603.0,603.0,603.0,0.0,227.0,227.0,60,6800,C,6666.0,0.8035588186505219,80.3558818650522
2026-03-09 14:02:00,CZCE.TA605P6900,62.0,844.5,844.5,844.5,844.5,0.0,83.0,83.0,60,6900,P,6676.0,0.8846565662871604,88.46565662871603
2026-03-09 14:02:00,CZCE.TA605C7200,55.0,519.5,529.5,519.5,529.5,1.0,179.0,180.0,60,7200,C,6676.0,0.8939426175198506,89.39426175198506
2026-03-09 14:03:00,CZCE.TA605C7000,63.0,556.0,585.5,556.0,580.5,23.0,316.0,329.0,60,7000,C,6694.0,0.8570560772694472,85.70560772694472
2026-03-09 14:03:00,CZCE.TA605C7300,63.0,507.0,521.5,507.0,514.0,89.0,2397.0,2446.0,60,7300,C,6694.0,0.9065481955790383,90.65481955790383
2026-03-09 14:04:00,CZCE.TA605P7000,61.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6692.0,0.7055786354087041,70.55786354087041
2026-03-09 14:04:00,CZCE.TA605C7100,64.0,549.5,551.0,549.5,551.0,1.0,192.0,193.0,60,7100,C,6692.0,0.8679154156254443,86.79154156254442
2026-03-09 14:04:00,CZCE.TA605C6900,64.0,580.0,580.0,580.0,580.0,0.0,261.0,261.0,60,6900,C,6692.0,0.8096884629339971,80.96884629339971
2026-03-09 14:05:00,CZCE.TA605P6900,65.0,844.5,844.5,844.5,844.5,0.0,83.0,83.0,60,6900,P,6696.0,0.8965550773113469,89.65550773113469
2026-03-09 14:06:00,CZCE.TA605P6800,51.0,749.5,749.5,749.5,749.5,0.0,3.0,3.0,60,6800,P,6742.0,0.8776465354103903,87.76465354103902
2026-03-09 14:07:00,CZCE.TA605C7000,67.0,590.0,623.5,590.0,623.5,15.0,329.0,340.0,60,7000,C,6756.0,0.87185770398581,87.185770398581
2026-03-09 14:07:00,CZCE.TA605P6900,67.0,750.0,750.0,750.0,750.0,0.0,82.0,82.0,60,6900,P,6756.0,0.8172229467832075,81.72229467832075
2026-03-09 14:08:00,CZCE.TA605P6900,68.0,750.0,750.0,750.0,750.0,0.0,82.0,82.0,60,6900,P,6752.0,0.8149136359385706,81.49136359385706
2026-03-09 14:09:00,CZCE.TA605C7200,62.0,591.0,591.0,591.0,591.0,0.0,311.0,311.0,60,7200,C,6774.0,0.9137341494139085,91.37341494139085
2026-03-09 14:10:00,CZCE.TA605C7100,70.0,604.5,604.5,604.5,604.5,0.0,251.0,251.0,60,7100,C,6786.0,0.8780872175860978,87.80872175860978
2026-03-09 14:12:00,CZCE.TA605C7300,72.0,574.0,574.0,561.0,572.0,24.0,2588.0,2598.0,60,7300,C,6776.0,0.9326014526124018,93.26014526124018
2026-03-09 14:12:00,CZCE.TA605P7300,68.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6776.0,1.0059397770902871,100.59397770902872
2026-03-09 14:12:00,CZCE.TA605P6900,72.0,750.0,750.0,750.0,750.0,0.0,82.0,82.0,60,6900,P,6776.0,0.8287523667241344,82.87523667241345
2026-03-09 14:14:00,CZCE.TA605P7000,71.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6734.0,0.7325624120289038,73.25624120289038
2026-03-09 14:14:00,CZCE.TA605C7000,74.0,630.0,630.0,630.0,630.0,11.0,382.0,393.0,60,7000,C,6734.0,0.8931200207635005,89.31200207635005
2026-03-09 14:14:00,CZCE.TA605C6800,74.0,692.0,692.0,658.5,658.5,24.0,235.0,244.0,60,6800,C,6734.0,0.8273837803675557,82.73837803675556
2026-03-09 14:15:00,CZCE.TA605C7000,75.0,630.0,630.0,630.0,630.0,0.0,393.0,393.0,60,7000,C,6738.0,0.8907007448490252,89.07007448490252
2026-03-09 14:15:00,CZCE.TA605C6800,75.0,658.5,662.0,658.5,662.0,3.0,244.0,247.0,60,6800,C,6738.0,0.829022643043006,82.9022643043006
2026-03-09 14:15:00,CZCE.TA605P6800,60.0,715.0,715.0,715.0,715.0,0.0,117.0,117.0,60,6800,P,6738.0,0.8336318792864119,83.3631879286412
2026-03-09 14:16:00,CZCE.TA605P7300,72.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6770.0,1.002141645066695,100.21416450666949
2026-03-09 14:17:00,CZCE.TA605P7000,74.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6774.0,0.7573053694487206,75.73053694487206
2026-03-09 14:18:00,CZCE.TA605C7300,78.0,570.5,585.5,570.5,572.0,94.0,2682.0,2762.0,60,7300,C,6762.0,0.9404201178788981,94.0420117878898
2026-03-09 14:19:00,CZCE.TA605P7300,75.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6794.0,1.0174210198405162,101.74210198405163
2026-03-09 14:19:00,CZCE.TA605C7300,79.0,572.0,578.5,569.0,569.0,4.0,2762.0,2762.0,60,7300,C,6794.0,0.9190664430786734,91.90664430786734
2026-03-09 14:20:00,CZCE.TA605C7000,80.0,640.0,659.0,640.0,659.0,17.0,406.0,407.0,60,7000,C,6788.0,0.8950551122825459,89.50551122825459
2026-03-09 14:21:00,CZCE.TA605C7100,81.0,617.0,617.0,617.0,617.0,0.0,252.0,252.0,60,7100,C,6792.0,0.8896312836452933,88.96312836452933
2026-03-09 14:21:00,CZCE.TA605C6800,81.0,706.5,711.0,706.5,711.0,1.0,270.0,271.0,60,6800,C,6792.0,0.852671241787966,85.2671241787966
2026-03-09 14:22:00,CZCE.TA605C7100,82.0,617.0,638.0,617.0,638.0,14.0,252.0,266.0,60,7100,C,6800.0,0.910037782339059,91.00377823390589
2026-03-09 14:23:00,CZCE.TA605C6800,83.0,712.0,712.0,712.0,712.0,0.0,271.0,271.0,60,6800,C,6798.0,0.8498821710970327,84.98821710970327
2026-03-09 14:24:00,CZCE.TA605C7100,84.0,638.0,638.5,638.0,638.5,1.0,266.0,266.0,60,7100,C,6798.0,0.9118473256313231,91.18473256313231
2026-03-09 14:24:00,CZCE.TA605C7300,84.0,596.5,604.0,596.0,604.0,6.0,2846.0,2851.0,60,7300,C,6798.0,0.959023446028479,95.9023446028479
2026-03-09 14:25:00,CZCE.TA605P7300,81.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6802.0,1.0225053674689548,102.25053674689548
2026-03-09 14:26:00,CZCE.TA605C7100,86.0,638.5,652.5,638.5,650.5,21.0,266.0,287.0,60,7100,C,6808.0,0.9202454651266891,92.02454651266892
2026-03-09 14:27:00,CZCE.TA605C6800,87.0,709.0,728.0,709.0,709.5,39.0,272.0,261.0,60,6800,C,6796.0,0.8482356242001047,84.82356242001046
2026-03-09 14:28:00,CZCE.TA605P6800,73.0,724.5,729.0,724.5,729.0,1.0,145.0,146.0,60,6800,P,6800.0,0.8845868104256369,88.4586810425637
2026-03-09 14:29:00,CZCE.TA605C7200,82.0,630.5,630.5,630.5,630.5,0.0,380.0,380.0,60,7200,C,6794.0,0.9498979750279725,94.98979750279724
2026-03-09 14:29:00,CZCE.TA605C6800,89.0,729.5,738.5,729.5,731.5,24.0,259.0,282.0,60,6800,C,6794.0,0.8761820877168857,87.61820877168857
2026-03-09 14:29:00,CZCE.TA605P6900,89.0,806.0,806.0,806.0,806.0,0.0,122.0,122.0,60,6900,P,6794.0,0.9063942799635797,90.63942799635797
2026-03-09 14:30:00,CZCE.TA605C7000,90.0,674.0,674.0,668.0,668.0,1.0,420.0,421.0,60,7000,C,6778.0,0.9121160941087564,91.21160941087564
2026-03-09 14:30:00,CZCE.TA605P7000,87.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6778.0,0.7598294433815336,75.98294433815336
2026-03-09 14:30:00,CZCE.TA605P7300,86.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6778.0,1.0073944537690456,100.73944537690456
2026-03-09 14:31:00,CZCE.TA605C7300,91.0,604.0,610.0,599.0,610.0,17.0,2800.0,2806.0,60,7300,C,6784.0,0.974192396705638,97.4192396705638
2026-03-09 14:31:00,CZCE.TA605C7200,84.0,630.5,630.5,630.5,630.5,0.0,380.0,380.0,60,7200,C,6784.0,0.955713811217832,95.5713811217832
2026-03-09 14:31:00,CZCE.TA605P7200,77.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6784.0,0.9936102152365647,99.36102152365646
2026-03-09 14:32:00,CZCE.TA605C7000,92.0,661.5,680.0,661.5,680.0,1.0,420.0,419.0,60,7000,C,6778.0,0.9265499652205544,92.65499652205544
2026-03-09 14:32:00,CZCE.TA605P7300,88.0,1143.0,1143.0,1143.0,1143.0,0.0,135.0,135.0,60,7300,P,6778.0,1.0074143782265252,100.74143782265253
2026-03-09 14:33:00,CZCE.TA605C7300,93.0,615.0,618.0,606.0,608.0,127.0,2804.0,2848.0,60,7300,C,6760.0,0.9852996646340235,98.52996646340235
2026-03-09 14:34:00,CZCE.TA605C7300,94.0,608.0,615.0,602.5,608.5,12.0,2848.0,2851.0,60,7300,C,6776.0,0.9769154058958179,97.69154058958179
2026-03-09 14:35:00,CZCE.TA605C6900,95.0,692.0,692.0,692.0,692.0,0.0,321.0,321.0,60,6900,C,6774.0,0.8940460533047739,89.4046053304774
2026-03-09 14:36:00,CZCE.TA605C6800,96.0,736.0,736.0,716.0,716.0,12.0,275.0,279.0,60,6800,C,6764.0,0.8775246151589498,87.75246151589498
2026-03-09 14:36:00,CZCE.TA605C7300,96.0,610.0,610.0,598.0,600.0,41.0,2869.0,2896.0,60,7300,C,6764.0,0.973399590962591,97.3399590962591
2026-03-09 14:36:00,CZCE.TA605P7200,82.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6764.0,0.9812647642669715,98.12647642669715
2026-03-09 14:37:00,CZCE.TA605P7200,83.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6764.0,0.9812744635964927,98.12744635964927
2026-03-09 14:37:00,CZCE.TA605P7000,94.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6764.0,0.7513506079801049,75.13506079801049
2026-03-09 14:37:00,CZCE.TA605P6800,82.0,734.5,734.5,734.5,734.5,0.0,157.0,157.0,60,6800,P,6764.0,0.8718298739311897,87.18298739311898
2026-03-09 14:38:00,CZCE.TA605C7300,98.0,605.0,608.5,600.5,602.0,63.0,2944.0,2991.0,60,7300,C,6758.0,0.979206104080573,97.9206104080573
2026-03-09 14:38:00,CZCE.TA605C6800,98.0,716.0,725.0,716.0,716.0,17.0,279.0,281.0,60,6800,C,6758.0,0.8815303909168606,88.15303909168605
2026-03-09 14:38:00,CZCE.TA605P6800,83.0,734.5,739.5,734.5,739.5,20.0,157.0,177.0,60,6800,P,6758.0,0.8746105559903349,87.46105559903349
2026-03-09 14:39:00,CZCE.TA605P6900,99.0,806.0,817.0,806.0,815.5,30.0,122.0,152.0,60,6900,P,6776.0,0.9078376942689728,90.78376942689728
2026-03-09 14:40:00,CZCE.TA605P6900,100.0,815.5,815.5,815.5,815.5,0.0,152.0,152.0,60,6900,P,6758.0,0.8976576156880928,89.76576156880928
2026-03-09 14:42:00,CZCE.TA605C7000,102.0,650.0,650.0,630.0,630.0,3.0,440.0,443.0,60,7000,C,6696.0,0.9163954867942571,91.63954867942572
2026-03-09 14:42:00,CZCE.TA605P7000,99.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6696.0,0.7084509990159011,70.84509990159012
2026-03-09 14:43:00,CZCE.TA605C6800,103.0,667.0,667.0,667.0,667.0,0.0,284.0,284.0,60,6800,C,6686.0,0.8692270402151423,86.92270402151424
2026-03-09 14:45:00,CZCE.TA605P6800,90.0,751.5,751.5,751.5,751.5,0.0,270.0,270.0,60,6800,P,6662.0,0.8349553230025231,83.49553230025231
2026-03-09 14:46:00,CZCE.TA605C6800,106.0,647.5,647.5,647.5,647.5,7.0,284.0,291.0,60,6800,C,6664.0,0.859629878138667,85.9629878138667
2026-03-09 14:46:00,CZCE.TA605C7100,106.0,605.5,605.5,605.5,605.5,0.0,340.0,340.0,60,7100,C,6664.0,0.9511117691936803,95.11117691936803
2026-03-09 14:47:00,CZCE.TA605C7300,107.0,538.5,539.5,531.0,537.5,109.0,3108.0,3070.0,60,7300,C,6680.0,0.9435678710305445,94.35678710305446
2026-03-09 14:47:00,CZCE.TA605P6900,107.0,849.0,849.0,849.0,849.0,0.0,153.0,153.0,60,6900,P,6680.0,0.8929228935828719,89.29228935828719
2026-03-09 14:48:00,CZCE.TA605P7200,94.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6684.0,0.929880949988849,92.98809499888489
2026-03-09 14:48:00,CZCE.TA605P7300,104.0,1174.0,1174.0,1174.0,1174.0,0.0,135.0,135.0,60,7300,P,6684.0,0.9835826198401177,98.35826198401178
2026-03-09 14:49:00,CZCE.TA605P7200,95.0,1064.5,1064.5,1064.5,1064.5,0.0,125.0,125.0,60,7200,P,6694.0,0.9365075300367877,93.65075300367877
2026-03-09 14:50:00,CZCE.TA605C7000,110.0,620.0,625.5,620.0,625.5,3.0,442.0,443.0,60,7000,C,6712.0,0.9013315608222416,90.13315608222416
2026-03-09 14:50:00,CZCE.TA605C7200,103.0,573.0,573.0,573.0,573.0,0.0,422.0,422.0,60,7200,C,6712.0,0.9275201281110136,92.75201281110135
2026-03-09 14:51:00,CZCE.TA605C7000,111.0,625.5,625.5,625.5,625.5,0.0,443.0,443.0,60,7000,C,6712.0,0.9013407820495364,90.13407820495364
2026-03-09 14:51:00,CZCE.TA605C7200,104.0,573.0,573.0,573.0,573.0,0.0,422.0,422.0,60,7200,C,6712.0,0.9275296172355262,92.75296172355262
2026-03-09 14:51:00,CZCE.TA605C7100,111.0,600.5,600.5,596.0,596.0,1.0,340.0,340.0,60,7100,C,6712.0,0.9115718375801999,91.15718375801998
2026-03-09 14:52:00,CZCE.TA605P7000,109.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6708.0,0.7162910477432828,71.62910477432828
2026-03-09 14:54:00,CZCE.TA605P7000,111.0,750.0,750.0,750.0,750.0,0.0,4.0,4.0,60,7000,P,6718.0,0.7227147686183344,72.27147686183343
