datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration,strike,opt_type,S,iv,iv_pct
2026-03-09 13:00:00,0.0,801.5,801.5,520.0,528.0,133.0,0.0,111.0,CZCE.TA605C6900,900,6900,C,6894.0,0.6208716197472266,62.08716197472266
2026-03-09 13:00:00,0.0,397.0,666.0,397.0,456.5,1198.0,0.0,738.0,CZCE.TA605C7300,900,7300,C,6894.0,0.7292962149634417,72.92962149634417
2026-03-09 13:00:00,0.0,600.0,784.5,550.0,558.0,153.0,0.0,142.0,CZCE.TA605C6800,900,6800,C,6894.0,0.5995252159261769,59.95252159261769
2026-03-09 13:00:00,0.0,300.0,770.5,300.0,517.5,152.0,0.0,100.0,CZCE.TA605C7000,900,7000,C,6894.0,0.661375010184525,66.13750101845251
2026-03-09 13:00:00,0.0,537.5,537.5,458.5,479.5,72.0,0.0,72.0,CZCE.TA605C7200,900,7200,C,6894.0,0.7125493090183672,71.25493090183672
2026-03-09 13:00:00,0.0,1064.0,1064.0,1064.0,1064.0,16.0,0.0,16.0,CZCE.TA605P7200,900,7200,P,6894.0,1.0572903800639317,105.72903800639317
2026-03-09 13:00:00,0.0,703.0,703.0,478.5,478.5,201.0,0.0,145.0,CZCE.TA605C7100,900,7100,C,6894.0,0.6648350752747388,66.48350752747389
2026-03-09 13:00:00,0.0,750.0,750.0,750.0,750.0,4.0,0.0,4.0,CZCE.TA605P7000,900,7000,P,6894.0,0.8263605923890179,82.6360592389018
2026-03-09 13:00:00,0.0,621.0,826.5,621.0,820.0,32.0,0.0,30.0,CZCE.TA605P6900,900,6900,P,6894.0,0.9763222361588433,97.63222361588433
2026-03-09 13:00:00,0.0,998.0,998.0,992.0,992.0,11.0,0.0,11.0,CZCE.TA605P7300,900,7300,P,6894.0,0.8991471206403479,89.91471206403479
2026-03-09 13:15:00,1.0,558.0,600.0,548.0,583.0,38.0,142.0,164.0,CZCE.TA605C6800,900,6800,C,6634.0,0.7989358775581381,79.89358775581381
2026-03-09 13:15:00,1.0,528.0,574.5,518.5,564.0,133.0,111.0,194.0,CZCE.TA605C6900,900,6900,C,6634.0,0.8250434860429008,82.50434860429007
